row ID,row m/z,row retention time,L_C18_Polar_16_MS2_DF_125_01.mzML Peak area,L_C18_Polar_16_MS2_DF_125_02.mzML Peak area,L_C18_Polar_16_MS2_DF_25_02.mzML Peak area,L_C18_Polar_16_MS2_DF_125_03.mzML Peak area,L_C18_Polar_16_MS2_DF_25_01.mzML Peak area,L_C18_Polar_16_MS2_DF_5_01.mzML Peak area,L_C18_Polar_16_MS2_DF_25_03.mzML Peak area,L_C18_Polar_16_MS2_DF_625_01.mzML Peak area,L_C18_Polar_16_MS2_DF_625_02.mzML Peak area,L_C18_Polar_16_MS2_DF_5_02.mzML Peak area,L_C18_Polar_16_MS2_DF_5_03.mzML Peak area,L_C18_Polar_16_MS2_DF_625_03.mzML Peak area,L_C18_Polar_16_MS2_DF_1_01.mzML Peak area,L_C18_Polar_16_MS2_DF_1_02.mzML Peak area,L_C18_Polar_16_MS2_DF_1_03.mzML Peak area,
299,316.247615130265,5.8320444444444455,249052.06309021742,257037.79421688785,1627442.9298059917,209542.26655561323,1622608.347249984,8211283.1984304115,1675160.2127397829,46915.5569687502,94533.51833300851,8330171.611001089,8218238.362245519,92297.22807226577,4.914221357776488E7,4.8061427248662226E7,4.675293971107728E7,
300,288.2160100712852,5.127635555555555,118260.866350442,181874.67235379707,1167273.8501346665,175830.47307161347,1045248.1909493947,6076928.535483245,1005931.6249200129,45721.68666015749,82803.42400781362,6007684.647329405,6031720.360826645,40925.906874999455,3.3538676038441807E7,3.5046578251529664E7,3.0848692164732534E7,
301,730.244021760325,10.575125555555555,139310.68542225318,41800.802678709675,102899.8181445312,191250.67357738316,26973.32416406773,80144.19498119778,125340.39936940676,126046.62137914849,13689.683176270086,105847.02008691517,580324.5106305659,7200.7498691410665,54997.11886229842,20214.325185547066,162491.17175037155,
302,787.6676664419023,9.752358333333333,115504.42662722801,0,0,0,149558.93075586154,38397.083081054414,0,887290.7740245506,0,166280.30527342894,827092.6532031355,1537382.9331942229,46012.79456836288,824103.5921094292,2607744.190843789,
303,595.2558429675631,7.521626666666665,166015.14166740555,151294.56392503393,1643078.5792114993,177980.35599181327,1767483.6952946517,5365347.453725822,1885144.1700628714,18090.407484374937,92746.34040820542,3617743.770363061,7335789.784100456,91118.5541308578,5413188.572396191,1935257.1186019266,9143714.0881373,
304,369.35130876828293,0.08533529999999998,536847.6821641665,674861.4844609299,930901.912771328,543875.5944199181,414729.7819082034,131995.2964023926,348490.13091874984,808576.428611622,2452874.876272835,110091.85543687496,134113.65853042968,1884773.1019496948,196371.20328814452,347928.93015031255,397273.45748273435,
305,468.3079439287796,6.919475555555556,216306.44014546074,138676.75779443348,1669136.525551331,307505.4886153266,1752334.259648627,1.3146712284352647E7,1978194.784105473,39336.68413672044,39219.51540527744,1.2941984979314981E7,1.641237010569747E7,47674.84688085994,9.773612279004245E7,9.401250269557019E7,1.2581705727688906E8,
306,502.29224089445887,7.332516666666668,161357.53356789186,178256.83730370837,1422499.4620701121,262915.6179472643,1426981.919444207,1.2812362858727504E7,1789727.1096754225,14770.360387695091,112141.42222119008,1.3057378571065467E7,1.9499921156402934E7,46686.19527441258,4.796928965571442E7,5.59573021006341E7,8.591744157384492E7,
307,181.07177169234663,1.2245888888888887,323066.0020923745,390599.2087983812,2427583.8217611252,484043.800685435,2372921.56693218,1.1692039796130644E7,2273662.1152969324,79982.22684467727,21372.593512500018,1.1921053552446006E7,1.1384132906663913E7,19069.769536328306,6.024777820800596E7,5.664558061902119E7,5.595118303985624E7,
308,450.32094099256733,6.527181111111111,175134.88000223116,152198.12518191495,1157218.642918339,212242.03502753173,1280748.413762655,5324912.847849327,1513257.0404146172,35171.088229003406,60069.689973632456,5098936.8212861335,5753906.122359957,50256.49852734453,1.7055312414197087E7,1.5446353175125765E7,2.6327339194200218E7,
309,379.2486643473307,4.586600000000001,193203.27173437513,220791.0645254803,138375.48644308327,178342.23459505494,181989.07494717304,198229.3767077771,131524.20761718458,129033.00104445823,105547.60230338262,167351.4472459117,193268.9661599705,114338.0250081879,1023182.5436839586,787461.9616502958,808031.1678742447,
310,596.222396983394,10.691955555555555,136225.26633891842,96435.85814354496,116310.48356054591,212802.2987442277,81741.10747851382,128657.3219433609,296441.4377025626,41269.60855171214,84109.29247364074,106705.89785644211,344828.92969251354,117748.28781752574,59612.83155469251,98814.42444433237,61843.0967578149,
311,300.91455912272136,13.039144444444446,236727.56169308344,347698.56506694976,860470.8492825552,611215.1741242539,457966.67474997835,884726.0777548435,999379.715772688,1088921.5723647743,966419.8790606293,805315.2920861173,944481.8039605616,912068.1351183031,1476435.137185656,1391130.962653834,1472243.234067702,
312,280.6539562920464,7.70517888888889,204512.1129964681,89471.5521210906,2194871.959420002,37980.81520507708,2191128.9985200814,1.1157213901312694E7,1315801.7676979231,11369.679868652336,29284.948613280605,1.1505988274835896E7,9020907.101090772,11940.918540039762,3.0245203904935822E7,4.240488849163537E7,2.642728223868228E7,
313,876.7984894755219,11.719069230769229,440936.4232180151,56767.33590625287,409708.56163635803,1180.3183300783694,331948.63666444004,25194.768578130468,0,18862.438724606913,6493.864783080405,23057.520237302982,0,1079.605864257604,1747.078519043569,2143.431804198575,829.6091528322581,
314,454.2923378626505,7.479302222222222,168137.63939527632,116708.29368210837,1483126.184470798,227072.44468749934,1660795.4774821252,1.0153978003054712E7,2001775.0830353512,34420.40849804756,32387.61553613044,9690149.949701715,1.4940840354416374E7,34158.43444677695,3.831275485642976E7,5.0994311833202004E7,6.91157232940413E7,
315,354.12693653409445,4.785204444444445,163327.1684467989,171264.36767168745,1261081.6751450894,154998.4521108613,1191305.4129345296,6611381.092415371,1154969.1567847691,54073.22020117109,20111.82871874925,6655567.966919649,6194223.477534616,54298.57043456929,3.1472330489589617E7,3.0546884347071253E7,2.8631221969013266E7,
316,251.12736292091802,6.637016666666666,159792.14346484074,61212.76697070351,894914.5703999217,129823.54061086803,910920.3682592979,4292489.553884882,840612.237209072,24274.077071288684,18799.539678710626,3497078.709589094,4560977.663724647,16175.477299804594,1.5645635551613122E7,1.8893580176450197E7,2.1251727868443314E7,
317,281.66154972984674,8.150205952380952,137130.4554732056,77176.92222461289,1103041.5443000523,61415.035380856425,1371524.7897544727,3847130.202777029,1201808.8924786206,2523.131103515145,0,4569659.196999698,5635330.802813925,22643.231572264838,1.0540665611024722E7,1.3791011570343615E7,8780922.799969157,
318,685.4349080403646,11.967844444444445,259174.0926257436,275522.61954780866,199288.68499144565,613506.0180225067,109205.24166992871,533317.8558474712,1138481.268951261,219588.3150197198,404319.54153905925,591631.5414858637,1474246.8393124924,359395.4857563247,1969920.635418903,2345123.0591376508,2314584.8844931163,
319,546.3991805045315,8.349223333333333,136977.63192912505,80412.2535234298,223002.07241257423,220033.73338866705,130630.98823339421,1060398.4771398758,174309.63711309168,167947.75688867274,156589.6910527309,604815.055605656,764380.8557916641,298870.20847265335,4938976.999332904,5055043.467205399,4988938.185273101,
320,810.5957543485126,9.558850000000001,146811.77194773313,6513222.679624977,2.1773003690498535E7,4.867102310980983E7,112945.28708593665,191729.83531640386,3.2805918930684596E7,161038.26791333014,7286512.139749687,8927637.711933794,1.3859328709258966E7,6564459.160499341,524472.0564118357,1.1649909183868991E7,2.550830509971586E7,
321,760.5831211212919,9.524391111111111,146929.96873121505,2.0214625942500405E7,2.2040474390321363E7,3.559097446000185E7,18736.08378906509,65861.30993749853,1.2143804194283947E8,100281.64131445016,1.2293038202749547E7,1.1494278551477645E7,3065249.2218125146,9881448.145249568,311301.59582813573,680067.8549285613,1595907.754711321,
322,390.321093286138,7.090766666666666,156205.4642207926,187668.92446726369,11014.601804689415,285507.8318716498,432088.52592299075,537926.0292313952,708713.2278299816,18129.22525488265,28823.472576172855,6969.891621093657,1575105.3620643641,0,19085.08840624994,39220.65409960943,4549937.298709459,
323,300.2887058429772,6.813902222222222,140312.25129389856,185327.20416536115,210718.93349413897,103982.70132867827,219467.4264160135,325978.84755599045,238680.39168945162,162453.54214973783,128247.70414471778,425758.6239869802,276798.39373437804,177843.27001004075,2333679.3580599013,2749663.290837798,2642425.6026445343,
324,480.3078905972568,7.656161111111112,149409.02297005337,125164.10101855594,1482812.3698671926,190873.95694699135,1621942.0271443366,8175544.766390567,2065328.9004432647,4184.605804686912,10754.421562499498,1.0147312648639193E7,1.2846928394712303E7,9543.206684570818,4.722921262282988E7,6.115629697838558E7,7.920667431873843E7,
325,414.3211509147523,8.383472222222222,241953.06326338032,136116.03570739372,367375.88080004137,209508.1713218001,353207.67614099535,3069829.8883028156,369649.42652307235,103326.75929687812,187747.22502734192,3237668.17638708,3553180.2864678255,211566.02740039173,2.274123868580027E7,2.3739120788373914E7,2.5277138310451917E7,
326,458.34725697835285,8.37425,251638.83449385263,151762.93456063495,351672.89806269837,330361.8315349764,378423.62564843154,2118349.917567888,301828.5462317616,92881.11639843506,126068.22366991904,2152350.284937684,2349693.3268266446,306564.1552514901,1.5247924909186132E7,1.5694781933919854E7,1.3653473152041705E7,
327,502.3733702129787,8.361247777777779,198615.29565011448,152454.6422851635,295507.27191369317,90606.44516406496,182608.0562321415,1284004.5616899137,229398.18514582788,199057.3217555718,143301.95514843648,1296262.7377016346,1331099.5365567368,123618.36347265415,7797478.901110172,1.0017676022415213E7,7490890.395071178,
328,247.14369978647383,2.627318888888889,317197.8528537954,114671.8317988287,1978244.2483686772,77206.2394765624,2335001.6659090417,1.0069735024859555E7,2861403.7197278636,17293.81005859437,10829.360363770309,1.0425737641469115E7,1.4823699069121284E7,6864.556145752043,5.018135696153718E7,5.479869631483073E7,6.437704261352085E7,
329,246.16958462411387,3.0288844444444445,184507.16613467218,51731.668281250546,703910.1537927816,181806.99178515634,789236.7849114584,3415570.0587213533,861621.0584415918,10328.797235351507,6100.40723974659,3373299.33828404,3537224.249525299,11973.015936523274,1.830864901706508E7,1.716274314269084E7,1.6288365396735493E7,
330,678.4695887710109,9.219914444444445,126625.77796186638,865178.7124646478,1807793.0347700901,1946025.1044810235,96657.20071092763,637818.4829291297,802508.5448770492,2304.9535957030366,414456.70457644656,547333.3342927864,1280501.7726405982,478686.2293260875,1469621.4715887425,2765098.852571817,5532720.4239029465,
331,296.1451957804362,7.5231611111111105,122493.54866480324,147038.30333300732,1489400.030347473,46372.16116601389,1316635.766374263,5895207.747778285,896197.9862254479,6241.434873046861,37449.710781251684,5002584.861029336,5652730.219653278,39299.422726561635,1.4993127687912926E7,1.9877319316848192E7,1.3893049172330411E7,
332,786.5988937038844,9.774463333333333,59627.388856445425,2.3181668208014387E8,5.831656136685737E7,6.58191606460037E7,79533.57273437343,43329.763205072006,1.3174822031000562E7,22406.39930663779,1.5959031335690415E7,7054728.380875299,1.0354873101000557E7,3.837348028546351E7,56542.22640624858,2637864.0811250205,2857273.884187717,
333,808.5804154011475,12.80248888888889,0,9.766395808602582E7,1.4969437536374591E7,1.3035923037650216E8,0,44560.16382812564,2.5733946620646473E7,0,3.413994637539873E7,5629911.282984481,9426441.467218615,4.6675500072090596E7,7259015.295468718,7350219.50910861,8727480.17114892,
334,786.5994456209627,12.813310256410254,0,8.510048824512103E7,3.1634947700077616E7,1.3630382882989684E8,0,27286.98139062539,5.021501045186025E7,64121.97271875215,5.6187954775712274E7,6842149.497515774,1.132458209356245E7,7.247540940502983E7,99192.35843749903,2963613.2770703267,1471534.3099062676,
335,786.5985345458984,10.053045555555554,31392.129005857816,4.6841197846881606E7,8353007.026000512,2.4410940119996067E7,62784.34765723368,55422.491716799086,5.57023691927378E7,39149.3926835961,1.7137626904327363E7,5716647.305687551,5299581.614999933,2.0561973014750462E7,21980.80244530941,837158.1618750321,2434912.127000015,
336,184.98526911256172,10.15996,1.7386813803750362E7,1.6736313176534224E8,2.116390221895381E8,1.7217967551000714E7,5.707062049304153E7,1.1577714986362761E8,4.4490428588499434E7,9007776.836500153,4695538.32649987,1.3165827733348814E8,2.3881134817490423E8,4342975.602500305,3.3479313892422304E7,4.224474254536898E7,1.1086992100396429E8,
337,110.0198783289188,0.0406525111111111,4508996.718897499,8475257.776773926,3513009.7380649997,8640117.689228067,3420313.7572649987,2119232.2957275016,3990387.470062501,4751718.58744875,7641922.446964166,4150264.5066962484,1475604.9011912504,5625637.671507261,5705610.544720001,5137130.813540237,3941962.6913037514,
338,782.5663212609669,8.833508333333333,2108.6414033202313,2.6522928950398866E7,1102037.2130781396,5553832.56612484,0,54259.87689453281,742293.1180469122,5354.347861328598,2962525.16562521,235227.32921875955,508312.0341875248,5027064.990375205,2057291.0077812243,4449318.231203104,4671637.315000001,
339,194.11731379582332,3.0185866666666663,3075134.017625005,4.790032103125001E7,5570016.523500017,4.9204873309497E7,3.996272986486307E7,5.233841032872619E7,4.1631056412889846E7,3.634916366528275E7,3.996539390674105E7,4.616883833658924E7,3.611913676897916E7,4.134335472193749E7,4.3861641050797604E7,5.267387700432737E7,3.682163007846728E7,
340,782.566582764087,8.640519047619048,5873.894714843356,6.5337884804736756E7,303395.7694218678,4432244.250125149,0,12977.318518066415,374663.30929686956,5354.347861328598,4797644.708375432,512511.5380078126,253546.1977812457,2525150.664124846,626433.2496249998,907023.4823359312,933628.5058671796,
341,131.53330154418944,9.899827777777778,2057380.2422500828,1983670.6169449266,4064201.779985132,1.6333116316291744E7,2006885.909937431,2095411.7692188153,4363189.015035659,1474998.6024688361,5416830.7349404935,1656310.3590000402,3.191124024169043E7,4906834.5687827375,9499352.14819931,1.179150374056252E7,4.527015938985125E7,
342,810.5964788471202,10.061124444444443,13572.505935546425,5483948.77220255,736082.8687187952,6763484.893999924,74768.98503613622,80543.5534990223,6553637.103639846,32392.53075000347,4.679274532835704E7,1063403.5131874862,8971146.570970297,5.323556498450115E7,138385.58927344627,6832458.095562429,2.2474403385749973E7,
343,131.53329864259752,9.393465555555554,3676858.5165625066,3587379.8644344527,2080568.0268749674,8428110.725142797,7057111.932625178,3772152.111937468,4908114.381895774,1222521.3647498942,4380174.06507441,7876034.688738128,3.210395959586008E7,9816226.891651675,1.251436182073054E7,5805927.231249717,6296273.244249977,
344,131.53330037434895,9.200543333333334,3411139.134625014,2837824.3000446176,3598615.8775624754,7577459.780499732,1.237478118030953E7,1618549.8500000748,1400031.5410001427,1222521.3647498942,3004789.0086503066,911588.235250256,1.5807331006687505E7,7432314.124796149,1892700.0332500818,5805927.231249717,1.8406736855032753E7,
345,412.7771186828613,12.912736666666666,0,1.9025971690284874E7,1928336.2009114402,2.486860659578502E7,0,0,4551926.306886119,0,5482474.26068752,373265.18084821885,1074628.5646852867,8697325.536142074,0,31045.34660156197,24871.853466796852,
346,784.5814348105779,9.249375555555558,4119.8432177729355,6.6475353226711236E7,9049251.242630567,4771547.451499876,3516.838359374674,28054.165671875497,3427186.8621718353,2375.7931582027495,5.384087067317381E8,3433698.800940485,6241846.420900249,3.942287060300298E7,864441.4143984478,3936289.0406250986,6648146.718000065,
347,131.5332978409056,9.293517777777776,3676858.5165625066,3102786.453763339,3598615.8775624754,7577459.780499732,1.4130899334011814E7,790135.8144375113,3598423.591312581,1222521.3647498942,4271947.046440532,911588.235250256,6826841.073187592,3539890.392374864,1892700.0332500818,5805927.231249717,7735849.332812522,
